"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","VOMS","VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train Revenue Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train Revenue Hours","Train Revenue Hours Questionable","Unlinked 
Passenger 
Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable?","...42","...43","...44","1"
"Lakeland Area Mass Transit District","Lakeland","FL","4031","40031","Independent Public Agency or Authority of Transit Service","Full Reporter",262596,38,NA,0,NA,1164431,NA,1537199,NA,1430970,NA,106229,NA,109025,NA,103492,NA,5533,NA,0,NA,0,NA,0,NA,0,NA,1424965,NA,8458715,NA,353.4,NA,"No",NA,NA,NA,NA
"Buncombe County","Asheville","NC","4224","40224","City, County or Local Government Unit or Department of Transportation","Full Reporter",280648,38,NA,0,NA,138739,NA,1483076,NA,1218648,NA,264428,NA,79428,NA,63496,NA,15932,NA,0,NA,0,NA,0,NA,0,NA,165382,NA,1798195,NA,99,NA,"No",NA,NA,NA,NA
"Green Bay Metro","Green Bay","WI","5002","50002","City, County or Local Government Unit or Department of Transportation","Full Reporter",206520,38,NA,0,NA,1163008,NA,1510563,NA,1428566,NA,81997,NA,103310,NA,99012,NA,4298,NA,0,NA,0,NA,0,NA,0,NA,1444464,NA,4209257,NA,195,NA,"No",NA,NA,NA,NA
"Metropolitan Evansville Transit System","Evansville","IN","5043","50043","City, County or Local Government Unit or Department of Transportation","Full Reporter",229351,38,NA,0,NA,0,NA,1672639,NA,1625485,NA,47154,NA,129892,NA,121626,NA,8266,NA,0,NA,0,NA,0,NA,0,NA,2025495,NA,7657578,NA,324.9,NA,"No",NA,NA,NA,NA
"Bloomington Public Transportation Corporation","Bloomington","IN","5110","50110","Independent Public Agency or Authority of Transit Service","Full Reporter",108657,38,NA,0,NA,1006407,NA,1193807,NA,1134020,NA,59787,NA,114076,NA,110500,NA,3576,NA,0,NA,0,NA,0,NA,0,NA,3527733,NA,7404898,NA,91.1,NA,"No",NA,NA,NA,NA
"Butler County Regional Transit Authority","Hamilton","OH","5157","50157","Independent Public Agency or Authority of Transit Service","Full Reporter",1624827,38,NA,0,NA,485822,NA,1046042,NA,900661,NA,145381,NA,83089,NA,68278,NA,14811,NA,0,NA,0,NA,0,NA,0,NA,527127,NA,2891623,NA,200.5,NA,"No",NA,NA,NA,NA
"Licking County Transit Board","Newark","OH","5163","50163","City, County or Local Government Unit or Department of Transportation","Full Reporter",76068,38,NA,0,NA,0,NA,1986206,NA,1698818,NA,287388,NA,94125,NA,82997,NA,11128,NA,0,NA,0,NA,0,NA,0,NA,148771,NA,1683014,NA,0,NA,"No",NA,NA,NA,NA
"River Bend Transit","Davenport","IA","7049","70049","Private-Non-Profit Corporation","Full Reporter",280051,38,NA,0,NA,30226,NA,840931,NA,619665,NA,221266,NA,56319,NA,43750,NA,12569,NA,0,NA,0,NA,0,NA,0,NA,173479,NA,1556707,NA,17.6,NA,"No",NA,NA,NA,NA
"The Tri-State Transit Authority","Huntington","WV","3002","30002","Independent Public Agency or Authority of Transit Service","Full Reporter",202637,37,NA,0,NA,1003559,NA,1404356,NA,1311875,NA,92481,NA,82086,NA,77429,NA,4657,NA,0,NA,0,NA,0,NA,0,NA,940182,NA,5221711,NA,513,NA,"No",NA,NA,NA,NA
"Greater Lynchburg Transit Company","Lynchburg","VA","3008","30008","Independent Public Agency or Authority of Transit Service","Full Reporter",116636,37,NA,0,NA,964920,NA,1317043,"Q",1122384,"Q",194659,NA,106318,NA,102626,NA,3692,NA,0,NA,0,NA,0,NA,0,NA,2873257,NA,9719085,"W",182,NA,"Yes",NA,NA,NA,NA
"Williamsburg Area Transit Authority","Williamsburg","VA","3076","30076","Independent Public Agency or Authority of Transit Service","Full Reporter",75689,37,NA,0,NA,1241645,NA,1326091,NA,1239596,NA,86495,NA,92266,NA,84481,NA,7785,NA,0,NA,0,NA,0,NA,0,NA,2517115,NA,6842469,NA,269,NA,"No",NA,NA,NA,NA
"City of Rome Transit Department","Rome","GA","4058","40058","City, County or Local Government Unit or Department of Transportation","Full Reporter",60851,37,NA,0,NA,505206,NA,647415,NA,614038,NA,33377,NA,44103,NA,42282,NA,1821,NA,0,NA,0,NA,0,NA,0,NA,1110249,NA,5123725,NA,334,NA,"No",NA,NA,NA,NA
"Polk County Transit Services Division - Polk County Board of County Commissioners","Bartow","FL","4127","40127","City, County or Local Government Unit or Department of Transportation","Full Reporter",201289,37,NA,0,NA,358747,NA,1021498,NA,876323,NA,145175,NA,75092,NA,59181,NA,15911,NA,0,NA,0,NA,0,NA,0,NA,269829,NA,2221917,NA,186,NA,"No",NA,NA,NA,NA
"Clay County Council on Aging, Inc., dba Clay Transit","Green Cove Springs","FL",NA,"40245","Private-Non-Profit Corporation","Full Reporter",1065219,37,NA,0,NA,269058,NA,1136055,NA,1013387,NA,122668,NA,63306,NA,52238,NA,11068,NA,0,NA,0,NA,0,NA,0,NA,135458,NA,2088119,NA,112.3,NA,"No",NA,NA,NA,NA
"Bloomington-Normal Public Transit System","Normal","IL","5047","50047","Independent Public Agency or Authority of Transit Service","Full Reporter",132600,37,NA,0,NA,1260688,NA,1695971,NA,1607674,NA,88297,NA,124199,NA,117331,NA,6868,NA,0,NA,0,NA,0,NA,0,NA,2728811,NA,7835454,NA,173,NA,"No",NA,NA,NA,NA
"Greene County Transit Board","Xenia","OH","5165","50165","City, County or Local Government Unit or Department of Transportation","Full Reporter",724091,37,NA,0,NA,0,NA,1224135,NA,971336,NA,252799,NA,63602,NA,50921,NA,12681,NA,0,NA,0,NA,0,NA,0,NA,181054,NA,1994115,NA,0,NA,"No",NA,NA,NA,NA
"Menominee Indian Tribe of Wisconsin","Keshena","WI","5T03","55228","Tribe","Reduced Reporter",0,37,NA,0,NA,0,NA,0,NA,1647720,NA,0,NA,0,NA,70755,NA,0,NA,0,NA,0,NA,0,NA,0,NA,157373,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"City of Columbia","Columbia","MO","7016","70016","City, County or Local Government Unit or Department of Transportation","Full Reporter",124748,37,NA,0,NA,794588,NA,1241278,NA,1084148,NA,157130,"Q",105060,NA,1e+05,NA,5060,"Q",0,NA,0,NA,0,NA,0,NA,1700228,NA,4944512,NA,105.6,NA,"Yes",NA,NA,NA,NA
"Downeast Transportation, Inc.","Ellsworth","ME","1R03-011","1R03-10175","Private-Non-Profit Corporation","Rural Reporter",0,37,NA,0,NA,0,NA,0,NA,606429,NA,0,NA,0,NA,37504,NA,0,NA,0,NA,0,NA,0,NA,0,NA,562210,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Four County Transit","Cedar Bluff","VA","3R06-001","3R06-30174","Area Agency on Aging","Rural Reporter",0,37,NA,0,NA,0,NA,0,NA,848282,NA,0,NA,0,NA,39725,NA,0,NA,0,NA,0,NA,0,NA,0,NA,164746,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Licking Valley CAP","Flemingsburg","KY","4R04-009","4R04-40971","Private-Non-Profit Corporation","Rural Reporter",0,37,NA,0,NA,0,NA,0,NA,1024603,NA,0,NA,0,NA,54217,NA,0,NA,0,NA,0,NA,0,NA,0,NA,33025,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"McLean County","Bloomington","IL","5R01-034","5R01-50338","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,37,NA,0,NA,0,NA,0,NA,808080,NA,0,NA,0,NA,43432,NA,0,NA,0,NA,0,NA,0,NA,0,NA,124497,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Park City Municipal Corporation","Park City","UT","8R06-001","8R06-80284","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,37,NA,0,NA,0,NA,0,NA,1183345,NA,0,NA,0,NA,83927,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1863790,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"County of Kaua'i - Transportation Agency","Lihue","HI","9R03-004","9R03-90237","City, County or Local Government Unit or Department of Transportation","Rural Reporter",55934,37,NA,0,NA,0,NA,0,NA,1838891,NA,0,NA,0,NA,81120,NA,0,NA,0,NA,0,NA,0,NA,0,NA,874015,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Collier Area Transit","Naples","FL","4140","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter",310298,36,NA,0,NA,1320633,NA,2526340,NA,2273241,NA,253099,NA,132833,NA,122069,NA,10764,NA,0,NA,0,NA,0,NA,0,NA,1187405,NA,10504755,NA,410.4,NA,"No",NA,NA,NA,NA
"Muncie Indiana Transit System","Muncie","IN","5054","50054","City, County or Local Government Unit or Department of Transportation","Full Reporter",90580,36,NA,0,NA,817331,NA,1164088,NA,1058275,NA,105813,NA,85203,NA,78414,NA,6789,NA,0,NA,0,NA,0,NA,0,NA,1902051,NA,5736677,NA,103.1,NA,"No",NA,NA,NA,NA
"City of Fargo, DBA:  Metropolitan Area Transit","Fargo","ND","8003","80003","City, County or Local Government Unit or Department of Transportation","Full Reporter",176676,36,NA,0,NA,951603,NA,1319820,NA,1274246,NA,45574,NA,106596,NA,101486,NA,5110,NA,0,NA,0,NA,0,NA,0,NA,1679355,NA,6098331,NA,161.9,NA,"No",NA,NA,NA,NA
"Unitrans - City of Davis/ASUCD","Davis","CA","9142","90142","University","Full Reporter",72794,36,NA,0,NA,885778,NA,937358,NA,867402,NA,69956,NA,89301,NA,83997,NA,5304,NA,0,NA,0,NA,0,NA,0,NA,3972587,NA,8553956,NA,87.4,NA,"No",NA,NA,NA,NA
"Bay Transit","Urbanna","VA","3R06-015","3R06-30172","Private-Non-Profit Corporation","Rural Reporter",0,36,NA,0,NA,0,NA,0,NA,1181988,NA,0,NA,0,NA,53967,NA,0,NA,0,NA,0,NA,0,NA,0,NA,142949,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Cullman County Commission","Cullman","AL","4R01-010","4R01-40965","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,36,NA,0,NA,0,NA,0,NA,484233,NA,0,NA,0,NA,33817,NA,0,NA,0,NA,0,NA,0,NA,0,NA,80650,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Rainbow Rider Transit Board","Lowry","MN","5R04-028","5R04-50231","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,36,NA,0,NA,0,NA,0,NA,585892,NA,0,NA,0,NA,48587,NA,0,NA,0,NA,0,NA,0,NA,0,NA,157002,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Columbiana County/Community Action Rural Transit S","Lisbon","OH","5R05-048","5R05-50481","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,36,NA,0,NA,0,NA,0,NA,961174,NA,0,NA,0,NA,51831,NA,0,NA,0,NA,0,NA,0,NA,0,NA,132080,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Siouxland Regional Transit System","Sioux City","IA","7R01-004","7R01-70129","Private-Non-Profit Corporation","Rural Reporter",0,36,NA,0,NA,0,NA,0,NA,941452,NA,0,NA,0,NA,75829,NA,0,NA,0,NA,0,NA,0,NA,0,NA,181415,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Butte Silver Bow Transit","Butte","MT","8R02-001","8R02-80174","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,36,"Q",0,NA,0,NA,0,NA,266626,"Q",0,NA,0,NA,19759,"Q",0,NA,0,NA,0,NA,0,NA,0,NA,193433,"Q",0,NA,0,NA,"Yes",NA,NA,NA,NA
"Regional Planning Commission of Greater Birmingham","Birmingham","AL","4169","40169","MPO, COG or Other Planning Agency","Full Reporter",749495,35,NA,0,NA,0,NA,867428,NA,867428,NA,0,NA,17907,NA,17907,NA,0,NA,0,NA,0,NA,0,NA,0,NA,84860,NA,4485449,NA,0,NA,"No",NA,NA,NA,NA
"Decatur Public Transit System","Decatur","IL","5061","50061","City, County or Local Government Unit or Department of Transportation","Full Reporter",93863,35,NA,0,NA,969571,NA,1124841,NA,1136544,NA,41751,NA,81516,NA,81415,NA,3364,NA,0,NA,0,NA,0,NA,0,NA,1484841,NA,4301499,NA,168,NA,"No",NA,NA,NA,NA
"City of Plymouth","City of Plymouth","MN","5219","50516","City, County or Local Government Unit or Department of Transportation","Full Reporter",2650890,35,NA,0,NA,454899,NA,1117690,NA,642160,NA,475530,NA,53728,NA,35858,NA,17870,NA,0,NA,0,NA,0,NA,0,NA,500928,NA,7067066,NA,143,NA,"No",NA,NA,NA,NA
"The Gulf Coast Center","Texas City","TX","6082","60082","Independent Public Agency or Authority of Transit Service","Full Reporter",106383,35,NA,0,NA,707882,NA,970833,NA,1068375,NA,149792,NA,51349,NA,53253,NA,7037,NA,0,NA,0,NA,0,NA,0,NA,340065,NA,2718070,NA,190,NA,"No",NA,NA,NA,NA
"Chula Vista Transit","Chula Vista","CA","9193","90193","City, County or Local Government Unit or Department of Transportation","Full Reporter",2956746,35,NA,0,NA,610648,NA,706426,NA,633336,NA,73090,NA,64509,NA,60905,NA,3604,NA,0,NA,0,NA,0,NA,0,NA,1740875,NA,6476014,NA,113.9,NA,"No",NA,NA,NA,NA
"Washington Hancock Community Agency","Ellsworth","ME","1R03-007","1R03-10146","Private-Non-Profit Corporation","Rural Reporter",0,35,NA,151,NA,0,NA,0,NA,1065455,NA,0,NA,0,NA,30441,NA,0,NA,0,NA,0,NA,0,NA,0,NA,54179,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Dorchester County Council","Cambridge","MD","3R03-019","3R03-30161","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,35,NA,0,NA,0,NA,0,NA,470313,NA,0,NA,0,NA,29779,NA,0,NA,0,NA,0,NA,0,NA,0,NA,94397,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"VPSI","Clermont","FL","4R02-075","4R02-41095","Private-For-Profit Corporation","Rural Reporter",0,35,NA,0,NA,0,NA,0,NA,992910,NA,0,NA,0,NA,18115,NA,0,NA,0,NA,0,NA,0,NA,0,NA,107947,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Delta Human Resource Agency","Covington","TN","4R08-010","4R08-41020","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,35,NA,0,NA,0,NA,0,NA,1176815,NA,0,NA,0,NA,58923,NA,0,NA,0,NA,0,NA,0,NA,0,NA,61889,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Altoona Metro Transit","Altoona","PA","3011","30011","Independent Public Agency or Authority of Transit Service","Full Reporter",79930,34,NA,0,NA,520058,NA,574475,NA,547451,NA,27024,NA,48781,NA,44013,NA,4768,NA,0,NA,0,NA,0,NA,0,NA,585457,NA,1750258,NA,340.9,NA,"No",NA,NA,NA,NA
"Transit Services of Frederick County","Frederick","MD","3072","30072","City, County or Local Government Unit or Department of Transportation","Full Reporter",141576,34,NA,0,NA,646066,NA,1274663,NA,1108172,NA,166491,NA,86323,NA,78604,NA,7719,NA,0,NA,0,NA,0,NA,0,NA,761098,NA,3851094,NA,113,NA,"No",NA,NA,NA,NA
"Bay County Transportation Planning Organization","Panama City","FL","4185","40185","MPO, COG or Other Planning Agency","Full Reporter",143280,34,NA,0,NA,523312,NA,973347,NA,913435,NA,59912,NA,78935,NA,69514,NA,9421,NA,0,NA,0,NA,0,NA,0,NA,749039,NA,3023093,NA,142,NA,"No",NA,NA,NA,NA
"Yuba-Sutter Transit Authority","Marysville","CA","9061","90061","Independent Public Agency or Authority of Transit Service","Full Reporter",116719,34,NA,0,NA,886006,NA,1449045,NA,1205361,NA,243684,NA,91542,NA,82047,NA,9495,NA,0,NA,0,NA,0,NA,0,NA,1296622,NA,9708405,NA,223,NA,"No",NA,NA,NA,NA
"Grant County Transportation Authority","Moses Lake","WA","0R03-011","0R03-00309","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,34,NA,0,NA,0,NA,0,NA,1247350,NA,0,NA,0,NA,43697,NA,0,NA,0,NA,0,NA,0,NA,0,NA,286210,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Chenango County","Norwich","NY","2R02-017","2R02-20935","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,34,NA,0,NA,0,NA,0,NA,468586,NA,0,NA,0,NA,23389,NA,0,NA,0,NA,0,NA,0,NA,0,NA,73467,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"LINK Hendricks County / Morgan County Connect","Danville","IN","5R02-008","5R02-50342","Private-Non-Profit Corporation","Rural Reporter",0,34,NA,0,NA,0,NA,0,NA,620948,NA,0,NA,0,NA,59821,NA,0,NA,0,NA,0,NA,0,NA,0,NA,103312,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Big Five Community Services, Inc.","Durant","OK","6R04-008","6R04-60258","Private-Non-Profit Corporation","Rural Reporter",0,34,NA,0,NA,0,NA,0,NA,691374,NA,0,NA,0,NA,53042,NA,0,NA,0,NA,0,NA,0,NA,0,NA,160901,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"North Carolina State University Transportation Department","Raleigh","NC","4147","40147","University","Full Reporter",884891,33,NA,0,NA,765785,NA,779985,NA,728930,NA,51055,NA,75430,NA,72237,NA,3193,NA,0,NA,0,NA,0,NA,0,NA,3149045,NA,5206083,NA,308.7,NA,"No",NA,NA,NA,NA
"Washington County Transit","West Bend","WI","5160","50160","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,33,NA,0,NA,263675,NA,1782462,NA,1397504,NA,384958,NA,77562,NA,64259,NA,13303,NA,0,NA,0,NA,0,NA,0,NA,196563,NA,4190162,NA,77,NA,"No",NA,NA,NA,NA
"City of Brownsville - Brownsville Metro","Brownsville","TX","6014","60014","City, County or Local Government Unit or Department of Transportation","Full Reporter",217585,33,NA,0,NA,1589528,NA,1734119,NA,1631954,NA,102165,NA,110312,NA,104022,NA,6290,NA,0,NA,0,NA,0,NA,0,NA,1547187,NA,11310432,NA,986,NA,"No",NA,NA,NA,NA
"City of Santa Rosa","Santa Rosa","CA","9017","90017","City, County or Local Government Unit or Department of Transportation","Full Reporter",308231,33,NA,0,NA,953165,NA,1273341,NA,1223803,NA,49538,NA,105561,NA,103411,NA,2150,NA,0,NA,0,NA,0,NA,0,NA,2241679,NA,6507719,NA,187,NA,"No",NA,NA,NA,NA
"vRide, Inc. - Tucson","Tucson","AZ","9228","90228","Private Provider Reporting on Behalf of a Public Entity","Full Reporter",843168,33,NA,0,NA,0,NA,710931,NA,710931,NA,0,NA,14886,NA,14886,NA,0,NA,0,NA,0,NA,0,NA,0,NA,79387,NA,3830823,NA,0,NA,"No",NA,NA,NA,NA
"RTS Ontario","Hudsonville","NY","2R02-020","2R02-20967","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,33,NA,0,NA,0,NA,0,NA,1075812,NA,0,NA,0,NA,55548,NA,0,NA,0,NA,0,NA,0,NA,0,NA,206445,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Pigeon Forge Fun Time Trolleys","Pigeon Forge","TN","4R08-012","4R08-41136","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,33,NA,0,NA,0,NA,0,NA,539260,NA,0,NA,0,NA,44307,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2287113,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Thunderbay Transportation Authority","Alpena","MI","5R03-068","5R03-50233","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,33,NA,0,NA,0,NA,0,NA,563929,NA,0,NA,0,NA,33712,NA,0,NA,0,NA,0,NA,0,NA,0,NA,147109,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Monsey New Square Trails Corporation","Spring Valley","NY","2135","20135","Private-For-Profit Corporation","Full Reporter",18351295,32,NA,0,NA,1105825,NA,1183908,NA,1101868,NA,82040,NA,48984,NA,47009,NA,1975,NA,0,NA,0,NA,0,NA,0,NA,627744,NA,25172534,NA,99,NA,"No",NA,NA,NA,NA
"City of Huntsville, Alabama - Public Transportation Division","Huntsville","AL","4071","40071","City, County or Local Government Unit or Department of Transportation","Full Reporter",286692,32,NA,0,NA,601966,NA,1094962,NA,1047329,NA,47633,NA,76962,NA,72813,NA,4149,NA,0,NA,0,NA,0,NA,0,NA,708523,NA,3912830,NA,159.7,NA,"No",NA,NA,NA,NA
"Council on Aging of St. Lucie, Inc.","Fort Pierce","FL","4097","40097","Private Provider Reporting on Behalf of a Public Entity","Full Reporter",376047,32,NA,0,NA,316285,NA,889584,NA,806877,NA,82707,NA,61100,NA,55176,NA,5924,NA,0,NA,0,NA,0,NA,0,NA,287341,NA,2945576,NA,83.8,NA,"No",NA,NA,NA,NA
"Charlotte County Transit Division","Punta Gorda","FL","4129","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter",169541,32,NA,0,NA,0,NA,780416,NA,733119,NA,47297,NA,52052,NA,45679,NA,6373,NA,0,NA,0,NA,0,NA,0,NA,100791,NA,1651947,NA,0,NA,"No",NA,NA,NA,NA
"GO Transit","Oshkosh","WI","5009","50009","City, County or Local Government Unit or Department of Transportation","Full Reporter",74495,32,NA,0,NA,568206,NA,573352,NA,962107,NA,21044,NA,38799,NA,64935,NA,994,NA,0,NA,0,NA,0,NA,0,NA,990439,NA,3098295,NA,94,NA,"No",NA,NA,NA,NA
"Saginaw Transit Authority Regional Service","Saginaw","MI","5039","50039","Independent Public Agency or Authority of Transit Service","Full Reporter",126265,32,NA,0,NA,0,"Q",980070,NA,803985,NA,176085,NA,63609,NA,52416,NA,11193,NA,0,NA,0,NA,0,NA,0,NA,1097460,NA,0,"W",264,NA,"Yes",NA,NA,NA,NA
"North Township of Lake County Dial-A-Ride","Hammond","IN","5103","50103","City, County or Local Government Unit or Department of Transportation","Full Reporter",8608208,32,NA,0,NA,0,NA,129374,NA,230097,NA,15848,NA,9455,NA,19131,NA,1663,NA,0,NA,0,NA,0,NA,0,NA,43714,NA,423121,"W",0,NA,"No",NA,NA,NA,NA
"The Woodlands Township","The Woodlands","TX","6134","60134","City, County or Local Government Unit or Department of Transportation","Full Reporter",239938,32,NA,0,NA,1335163,NA,1335878,NA,1334197,NA,1681,NA,36370,NA,36324,NA,46,NA,0,NA,0,NA,0,NA,0,NA,636471,NA,21976724,NA,27.2,NA,"No",NA,NA,NA,NA
"Wayne Area Transportation Service","Lyons","NY","2R02-051","2R02-20983","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,32,NA,0,NA,0,NA,0,NA,828009,NA,0,NA,0,NA,40098,NA,0,NA,0,NA,0,NA,0,NA,0,NA,236048,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"The County Commissioners of Caroline County, Maryland","Denton","MD","3R03-027","3R03-30186","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,32,NA,0,NA,0,NA,0,NA,677863,NA,0,NA,0,NA,40802,NA,0,NA,0,NA,0,NA,0,NA,0,NA,110099,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Huron Transit Corporation","Bad Axe","MI","5R03-037","5R03-50370","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,32,NA,0,NA,0,NA,0,NA,1347572,NA,0,NA,0,NA,63394,NA,0,NA,0,NA,0,NA,0,NA,0,NA,361630,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Community Action Council of South Texas","Rio Grande City","TX","6R05-028","6R05-60158","Other Publicly-Owned or Privately Chartered Corporation","Rural Reporter",0,32,NA,0,NA,0,NA,0,NA,360160,NA,0,NA,0,NA,17353,NA,0,NA,0,NA,0,NA,0,NA,0,NA,79143,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"North Iowa Area Council of Governments","Mason City","IA","7R01-002","7R01-70185","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,32,NA,0,NA,0,NA,0,NA,1167431,NA,0,NA,0,NA,77823,NA,0,NA,0,NA,0,NA,0,NA,0,NA,415595,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"MIDAS Council of Governments","Fort Dodge","IA","7R01-005","7R01-70256","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,32,NA,0,NA,0,NA,0,NA,365954,NA,0,NA,0,NA,32068,NA,0,NA,0,NA,0,NA,0,NA,0,NA,193651,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Fayette Area Coordinated Transportation","Lemont Furnace","PA","3087","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter",51370,31,NA,0,NA,538286,NA,1387905,NA,1217997,NA,169908,NA,71522,NA,61541,NA,9981,NA,0,NA,0,NA,0,NA,0,NA,289222,NA,2889657,NA,364.4,NA,"No",NA,NA,NA,NA
"Billings Metropolitan Transit","Billings","MT","8004","80004","City, County or Local Government Unit or Department of Transportation","Full Reporter",114773,31,NA,0,NA,562730,NA,792483,NA,700757,NA,91726,NA,63846,NA,50748,NA,13098,NA,0,NA,0,NA,0,NA,0,NA,597314,NA,2140895,NA,192.6,NA,"No",NA,NA,NA,NA
"Fulton County Transit Authority","Fulton","KY","4R04-004","4R04-41179","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,31,NA,0,NA,0,NA,0,NA,1134731,NA,0,NA,0,NA,77867,NA,0,NA,0,NA,0,NA,0,NA,0,NA,104611,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"South East Texas Regional Planning Commission","Beaumont","TX","6R05-004","6R05-60155","MPO, COG or Other Planning Agency","Rural Reporter",0,31,NA,0,NA,0,NA,0,NA,489962,NA,0,NA,0,NA,29580,NA,0,NA,0,NA,0,NA,0,NA,0,NA,64104,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"South Central Adult Services","Valley City","ND","8R03-016","8R03-80125","Private-Non-Profit Corporation","Rural Reporter",0,31,NA,0,NA,0,NA,0,NA,646947,NA,0,NA,0,NA,53659,"W",0,NA,0,NA,0,NA,0,NA,0,NA,103897,NA,0,NA,0,NA,"No",NA,NA,NA,NA
"Morongo Basin Transit Authority","Joshua Tree","CA","9R02-049","9R02-91090","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,31,NA,0,NA,0,NA,0,NA,757666,NA,0,NA,0,NA,35239,NA,0,NA,0,NA,0,NA,0,NA,0,NA,329218,NA,0,NA,0,NA,"No",NA,NA,NA,NA
