"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","modes","mode_names","facility_type","pre1940","_1940s","_1950s","_1960s","_1970s","_1980s","_1990s","_2000s","_2010s","_2020s","total_facilities"
"City of Greensboro , dba: Greensboro Transit Authority","Greensboro","NC","40093","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","35164","Greensboro, NC","338928","76","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR","Heavy Rail","At-Grade Fixed Guideway Station","0","0","0","0","0","0","0","3","0","0","3"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR","Heavy Rail","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR","Heavy Rail","Elevated Fixed Guideway Station","0","0","0","0","0","0","0","6","0","0","6"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR","Heavy Rail","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","0","1","0","0","1"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR","Heavy Rail","Surface Parking Lot","0","0","0","0","0","0","0","6","0","0","6"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR","Heavy Rail","Underground Fixed Guideway Station","0","0","0","0","0","0","0","2","0","0","2"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR, MB","Heavy Rail, Bus","At-Grade Fixed Guideway Station","0","0","0","0","0","0","0","1","0","0","1"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR, MB","Heavy Rail, Bus","Elevated Fixed Guideway Station","0","0","0","0","0","0","0","4","0","0","4"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","HR, MB","Heavy Rail, Bus","Surface Parking Lot","0","0","0","0","0","0","0","1","1","0","2"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","MB","Bus","Bus Transfer Center","0","0","0","0","0","2","0","0","1","0","3"
"Alternativa de Transporte Integrado -ATI","San Juan","PR","40094","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","57","MB","Bus","Surface Parking Lot","0","0","0","0","0","0","0","0","1","0","1"
"Santee Wateree Regional Transportation Authority","Sumter","SC","40100","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85708","Sumter, SC","68825","43","CB, DR, MB","Commuter Bus, Demand Response, Bus","Bus Transfer Center","0","0","0","0","0","0","0","1","0","0","1"
"Santee Wateree Regional Transportation Authority","Sumter","SC","40100","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","85708","Sumter, SC","68825","43","CB, DR, MB","Commuter Bus, Demand Response, Bus","General Purpose Maintenance Facility/Depot","0","0","0","0","1","0","0","0","0","0","1"
"Indian River County","Vero Beach","FL","40104","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","90406","Vero Beach--Sebastian, FL","174292","27","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"Indian River County","Vero Beach","FL","40104","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","90406","Vero Beach--Sebastian, FL","174292","27","MB","Bus","Bus Transfer Center","0","0","0","0","0","0","0","0","1","0","1"
"Puerto Rico Highway and Transportation Authority – Público","San Juan","PR","40105","State Government Unit or Department of Transportation","Full Reporter","2022","79093","San Juan, PR","1844410","370","PB","Público","Bus Transfer Center","0","0","0","0","1","27","37","7","0","0","72"
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","40108","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","25228","Durham, NC","396118","80","DR, MB","Demand Response, Bus","Bus Transfer Center","0","0","0","0","0","0","0","0","1","0","1"
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","40108","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","25228","Durham, NC","396118","80","DR, MB","Demand Response, Bus","Other, Passenger or Parking (describe in Notes)","0","0","0","0","0","0","0","0","1","0","1"
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","40108","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","25228","Durham, NC","396118","80","DR, MB, VP","Demand Response, Bus, Vanpool","General Purpose Maintenance Facility/Depot","0","0","0","0","0","0","0","1","0","0","1"
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","40108","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","25228","Durham, NC","396118","80","MB","Bus","Administrative Office / Sales Office","0","0","0","0","0","1","0","0","0","0","1"
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","40108","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","25228","Durham, NC","396118","80","MB","Bus","Bus Transfer Center","0","0","0","0","0","0","0","1","2","0","3"
"Charleston Area Regional Transportation Authority","North Charleston","SC","40110","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","15508","Charleston, SC","684773","77","CB, DR, MB","Commuter Bus, Demand Response, Bus","Maintenance Facility (Service and Inspection)","0","0","0","0","0","1","0","0","0","0","1"
"Charleston Area Regional Transportation Authority","North Charleston","SC","40110","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","15508","Charleston, SC","684773","77","CB, MB","Commuter Bus, Bus","Surface Parking Lot","0","0","0","0","0","0","0","0","1","0","1"
"Charleston Area Regional Transportation Authority","North Charleston","SC","40110","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","15508","Charleston, SC","684773","77","MB","Bus","Bus Transfer Center","0","0","0","0","0","0","1","0","1","0","2"
"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider","Crestview","FL","40128","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","61372","Navarre--Miramar Beach--Destin, FL","226213","42","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71060","Port Charlotte--North Port, FL","199998","17","DR","Demand Response","Administrative Office / Sales Office","0","0","0","0","0","0","0","0","0","1","1"
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71060","Port Charlotte--North Port, FL","199998","17","DR","Demand Response","Maintenance Facility (Service and Inspection)","0","0","0","0","0","0","0","0","1","0","1"
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71060","Port Charlotte--North Port, FL","199998","17","DR","Demand Response","Surface Parking Lot","0","0","0","0","0","0","0","0","1","0","1"
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71060","Port Charlotte--North Port, FL","199998","17","DR","Demand Response","Vehicle Washing Facility","0","0","0","0","0","0","0","0","1","0","1"
"Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Lawrenceville","GA","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","03817","Atlanta, GA","5100112","54","CB","Commuter Bus","Surface Parking Lot","0","0","0","0","0","0","0","1","0","0","1"
"Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Lawrenceville","GA","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","03817","Atlanta, GA","5100112","54","CB, MB","Commuter Bus, Bus","Surface Parking Lot","0","0","0","0","0","0","0","0","1","1","2"
"Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Lawrenceville","GA","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","03817","Atlanta, GA","5100112","54","MB","Bus","Bus Transfer Center","0","0","0","0","0","0","0","1","0","0","1"
"Collier County, dba: Collier Area Transit","Naples","FL","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","08974","Bonita Springs--Estero, FL","425675","53","DR, MB","Demand Response, Bus","Bus Transfer Center","0","0","0","0","0","0","0","0","2","0","2"
"Collier County, dba: Collier Area Transit","Naples","FL","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","08974","Bonita Springs--Estero, FL","425675","53","DR, MB","Demand Response, Bus","Combined Administrative and Maintenance Facility (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Collier County, dba: Collier Area Transit","Naples","FL","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","08974","Bonita Springs--Estero, FL","425675","53","DR, MB","Demand Response, Bus","Vehicle Fueling Facility","0","0","0","0","0","0","0","0","1","0","1"
"Collier County, dba: Collier Area Transit","Naples","FL","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","08974","Bonita Springs--Estero, FL","425675","53","DR, MB","Demand Response, Bus","Vehicle Washing Facility","0","0","0","0","0","0","0","0","1","0","1"
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","40141","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","18964","Columbia, SC","590407","142","CB, DR, MB","Commuter Bus, Demand Response, Bus","Bus Transfer Center","0","0","0","0","0","0","1","0","0","0","1"
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","40141","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","18964","Columbia, SC","590407","142","CB, DR, MB","Commuter Bus, Demand Response, Bus","Other, Administrative & Maintenance (describe in Notes)","0","0","0","0","0","0","0","1","0","0","1"
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","40141","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","18964","Columbia, SC","590407","142","CB, DR, MB","Commuter Bus, Demand Response, Bus","Vehicle Fueling Facility","0","0","0","0","0","0","0","1","0","0","1"
