"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","0","...65"
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,500,"MB","PT",15,NA,0,NA,17.8965,NA,12.6,NA,4.0642,NA,420162,NA,437685,NA,410330,NA,27355,NA,24576,NA,22928,NA,1648,NA,0,NA,0,NA,0,NA,0,NA,93185,NA,1174128,NA,40,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,500,"DR","PT",116,NA,0,NA,13.4678,NA,7.7078,NA,1.146,NA,0,NA,2868065,NA,2348408,NA,519657,NA,199817,NA,174372,NA,25445,NA,0,NA,0,NA,0,NA,0,NA,199825,NA,1540219,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,500,"CB","DO",22,NA,0,NA,14.5025,NA,13.6803,"W",5.5452,"W",184895,NA,367387,NA,177192,NA,190195,NA,19967,NA,12218,NA,7749,NA,0,NA,0,NA,0,NA,0,NA,67751,"W",926855,"W",126.1,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,500,"RB","DO",17,NA,0,NA,8.3761,NA,3.0677,"W",30.9386,"W",654390,NA,691815,NA,644191,NA,47624,NA,84254,NA,76908,NA,7346,NA,0,NA,0,NA,0,NA,0,NA,2379425,"W",7299351,"W",19.11,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alameda-Contra Costa Transit District","Oakland","CA","9014","90014","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,500,"MB","DO",330,NA,0,NA,10.0917,NA,3.894,"W",11.9312,"W",16248588,NA,16460994,NA,15897190,NA,563804,NA,1617380,NA,1575268,NA,42112,NA,0,NA,0,NA,0,NA,0,NA,18794851,"W",73188040,"W",1165.3,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico Highway and Transportation Authority - Público","San Juan","PR","4105","40105","State Government Unit or Department of Transportation","Full Reporter",2148346,482,"PB","PT",482,NA,0,NA,12.5354,NA,5.13,NA,9.5852,NA,0,NA,7403709,NA,6701046,NA,702663,NA,591164,NA,534571,NA,56593,NA,0,NA,0,NA,0,NA,0,NA,5123956,NA,26285704,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Broward County Board of County Commissioners, dba: Broward County Transit Division","Fort Lauderdale","FL","4029","40029","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,461,"MB","PT",7,NA,0,NA,14.2965,NA,4.87,NA,7.6756,NA,237416,NA,319144,NA,236850,NA,82294,NA,19905,NA,16567,NA,3338,NA,0,NA,0,NA,0,NA,0,NA,127161,NA,619273,NA,80.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Broward County Board of County Commissioners, dba: Broward County Transit Division","Fort Lauderdale","FL","4029","40029","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,461,"DR","PT",176,NA,0,NA,17.7415,NA,7.1959,NA,1.311,NA,0,NA,9381211,NA,7862343,NA,1518868,NA,499406,NA,443162,NA,56244,NA,0,NA,0,NA,0,NA,0,NA,580964,NA,4180583,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Broward County Board of County Commissioners, dba: Broward County Transit Division","Fort Lauderdale","FL","4029","40029","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,461,"MB","DO",278,NA,0,NA,12.906,NA,4.352,NA,13.9847,NA,13776417,NA,16268341,NA,13706581,NA,2561760,NA,1153939,NA,1062034,NA,91905,NA,0,NA,0,NA,0,NA,0,NA,14852235,NA,64637588,NA,1276.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro","Saint Louis","MO","7006","70006","Independent Public Agency or Authority of Transit Service","Full Reporter",2150706,461,"MB","DO",317,NA,0,NA,13.8295,NA,5.3464,NA,10.8645,NA,14772629,NA,17105899,NA,14637340,NA,2468559,NA,1164669,NA,1058416,NA,106253,NA,0,NA,0,NA,0,NA,0,NA,11499132,NA,61478657,NA,1457.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro","Saint Louis","MO","7006","70006","Independent Public Agency or Authority of Transit Service","Full Reporter",2150706,461,"LR","DO",42,NA,21,NA,22.8625,NA,6.825,NA,22.4938,NA,5638956,NA,5618758,NA,5561777,NA,56981,NA,247229,NA,243271,NA,3958,NA,2809379,NA,2780888,NA,123614,NA,121636,NA,5472085,NA,37347101,NA,91.06,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro","Saint Louis","MO","7006","70006","Independent Public Agency or Authority of Transit Service","Full Reporter",2150706,461,"DR","DO",102,NA,0,NA,17.7651,NA,11.6304,NA,1.7195,NA,0,NA,4508899,NA,4250999,NA,257900,NA,258549,NA,239290,NA,19259,NA,0,NA,0,NA,0,NA,0,NA,411463,NA,4785470,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montachusett Regional Transit Authority","Fitchburg","MA","1061","10061","Independent Public Agency or Authority of Transit Service","Full Reporter",116960,403,"DR","TX",289,NA,0,NA,37.9677,NA,10.5439,NA,4.2151,NA,0,NA,0,NA,1345463,NA,0,NA,0,NA,35437,NA,0,NA,0,NA,0,NA,0,NA,0,NA,149371,NA,1574947,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montachusett Regional Transit Authority","Fitchburg","MA","1061","10061","Independent Public Agency or Authority of Transit Service","Full Reporter",116960,403,"MB","PT",22,NA,0,NA,15.7175,NA,4.2,NA,5.3436,NA,696480,NA,741628,NA,721872,NA,19756,NA,47152,NA,45928,NA,1224,NA,0,NA,0,NA,0,NA,0,NA,245422,NA,1030772,NA,197.8,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montachusett Regional Transit Authority","Fitchburg","MA","1061","10061","Independent Public Agency or Authority of Transit Service","Full Reporter",116960,403,"DR","PT",92,NA,0,NA,15.072,NA,8.0589,NA,1.7473,NA,0,NA,1448456,NA,1250401,NA,198055,NA,95818,NA,82962,NA,12856,NA,0,NA,0,NA,0,NA,0,NA,144958,NA,1168202,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Diego Association of Governments","San Diego","CA","9095","90095","MPO, COG or Other Planning Agency","Full Reporter",2956746,389,"VP","PT",389,NA,0,NA,47.1474,NA,55.1127,NA,3.8311,NA,0,NA,10606611,NA,10606611,NA,0,NA,224967,NA,224967,NA,0,NA,0,NA,0,NA,0,NA,0,NA,861877,NA,47500396,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.","West Palm Beach","FL","4037","40037","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,377,"DR","PT",259,NA,0,NA,15.0183,NA,11.188,NA,1.2932,NA,0,NA,9773802,NA,8092197,NA,1681605,NA,703794,NA,538823,NA,164971,NA,0,NA,0,NA,0,NA,0,NA,696832,NA,7796169,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.","West Palm Beach","FL","4037","40037","City, County or Local Government Unit or Department of Transportation","Full Reporter",5502379,377,"MB","DO",118,NA,0,NA,14.8094,NA,5.0402,NA,12.9431,NA,6787389,NA,7508084,NA,6772825,NA,735259,NA,482435,NA,457333,NA,25102,NA,0,NA,0,NA,0,NA,0,NA,5919290,NA,29834287,NA,995,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westchester County, dba: The Bee-Line System","White Plains","NY","2076","20076","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,373,"DR","TX",28,NA,0,NA,19.3826,NA,6.3514,NA,3.3558,NA,0,NA,0,NA,404593,NA,0,NA,0,NA,20874,NA,0,NA,0,NA,0,NA,0,NA,0,NA,70048,NA,444901,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westchester County, dba: The Bee-Line System","White Plains","NY","2076","20076","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,373,"MB","PT",270,NA,0,NA,10.753,NA,4.1662,NA,23.2764,NA,7707080,NA,9844718,NA,7588455,NA,2256263,NA,797587,NA,705706,NA,91881,NA,0,NA,0,NA,0,NA,0,NA,16426306,NA,68435168,NA,1014.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westchester County, dba: The Bee-Line System","White Plains","NY","2076","20076","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,373,"DR","PT",75,NA,0,NA,16.6888,NA,12.4722,NA,1.3438,NA,0,NA,2184411,NA,1804380,NA,380031,NA,123205,NA,108119,NA,15086,NA,0,NA,0,NA,0,NA,0,NA,145295,NA,1812155,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,368,"CB","PT",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,368,"MB","PT",306,NA,0,NA,12.8724,NA,3.2323,NA,12.5087,NA,16645884,NA,17302044,NA,16186043,NA,1116001,NA,1303790,NA,1257427,NA,46363,NA,0,NA,0,NA,0,NA,0,NA,15728839,NA,50839606,NA,1060,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milwaukee County, dba: Milwaukee County Transit System","Milwaukee","WI","5008","50008","City, County or Local Government Unit or Department of Transportation","Full Reporter",1376476,368,"DR","PT",62,NA,0,NA,13.8391,NA,6.4666,NA,2.0152,NA,0,NA,2132603,NA,1851279,NA,281324,NA,158754,NA,133772,NA,24982,NA,0,NA,0,NA,0,NA,0,NA,269581,NA,1743279,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","3070","30070","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,364,"CB","PT",87,NA,0,NA,26.6982,NA,24.91,NA,4.243,NA,1937246,NA,3531010,NA,1934790,NA,1596220,NA,142878,NA,72469,NA,70409,NA,0,NA,0,NA,0,NA,0,NA,307489,NA,7659551,NA,264.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","3070","30070","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,364,"VP","PT",244,NA,0,NA,36.4842,NA,47.0193,NA,3.3016,NA,0,NA,4725611,NA,4725611,NA,0,NA,129525,NA,129525,NA,0,NA,0,NA,0,NA,0,NA,0,NA,427643,NA,20107472,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","3070","30070","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,364,"MB","PT",32,NA,0,NA,15.777,NA,9.2813,NA,5.1572,NA,1268227,NA,1549546,NA,1267381,NA,282165,NA,96199,NA,80331,NA,15868,NA,0,NA,0,NA,0,NA,0,NA,414287,NA,3845139,NA,244.86,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Potomac and Rappahannock Transportation Commission","Woodbridge","VA","3070","30070","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,364,"DR","PT",1,NA,0,NA,9.0437,NA,2.6715,NA,3.4098,NA,0,NA,14351,NA,3310,NA,11041,NA,1074,NA,366,NA,708,NA,0,NA,0,NA,0,NA,0,NA,1248,NA,3334,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Regional Transportation Commission of Washoe County","Reno","NV","9001","90001","Independent Public Agency or Authority of Transit Service","Full Reporter",392141,360,"CB","PT",3,NA,0,NA,28.7674,NA,25.6708,NA,4.832,NA,101821,NA,113162,NA,101520,NA,11642,NA,4060,NA,3529,NA,531,NA,0,NA,0,NA,0,NA,0,NA,17052,NA,437738,NA,67.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Regional Transportation Commission of Washoe County","Reno","NV","9001","90001","Independent Public Agency or Authority of Transit Service","Full Reporter",392141,360,"VP","PT",265,NA,0,NA,42.8224,"W",35.5075,NA,5.9886,"W",0,NA,3626418,NA,3626418,NA,0,NA,84685,NA,84685,"W",0,NA,0,NA,0,NA,0,NA,0,NA,507148,NA,18007551,NA,0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Regional Transportation Commission of Washoe County","Reno","NV","9001","90001","Independent Public Agency or Authority of Transit Service","Full Reporter",392141,360,"MB","PT",55,NA,0,NA,10.4503,NA,4.0604,NA,19.7228,NA,2748126,NA,2903212,NA,2738153,NA,165059,NA,268891,NA,262016,NA,6875,NA,0,NA,0,NA,0,NA,0,NA,5167682,NA,20982953,NA,230.18,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Regional Transportation Commission of Washoe County","Reno","NV","9001","90001","Independent Public Agency or Authority of Transit Service","Full Reporter",392141,360,"DR","PT",37,NA,0,NA,13.2496,NA,6.5578,NA,1.5773,NA,0,NA,1159333,NA,1020354,NA,138979,NA,81026,NA,77010,NA,4016,NA,0,NA,0,NA,0,NA,0,NA,121468,NA,796562,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"SR","DO",2,NA,2,NA,7.6723,NA,0.9099,NA,39.2127,NA,73044,NA,73264,NA,72772,NA,492,NA,9570,NA,9485,NA,85,NA,73264,NA,72772,NA,9570,NA,9485,NA,371932,NA,338406,NA,3.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","DO",170,NA,0,NA,18.24,NA,14.0641,NA,9.0781,NA,8396760,NA,11078988,NA,8282130,NA,2796858,NA,557036,NA,454064,NA,102972,NA,0,NA,0,NA,0,NA,0,NA,4122060,NA,57972920,NA,541.01,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"LR","DO",72,NA,17,NA,20.2965,NA,7.4768,NA,39.4746,NA,5935204,NA,6103668,NA,5921192,NA,182476,NA,302310,NA,291735,NA,10575,NA,1727093,NA,1660683,NA,84768,NA,81874,NA,11516117,NA,86103514,NA,48.98,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CB","PT",36,NA,0,NA,22.6356,NA,15.9235,NA,10.9377,NA,2136083,NA,2932985,NA,2119822,NA,813163,NA,124182,NA,93650,NA,30532,NA,0,NA,0,NA,0,NA,0,NA,1024314,NA,16310632,NA,168.63,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"RB","PT",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"MB","PT",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","40","40","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,357,"CR","PT",77,NA,24,NA,30.5,NA,25.1637,NA,14.0681,NA,1651776,NA,1628788,NA,1592374,NA,36414,NA,55893,NA,52209,NA,3684,NA,254695,NA,248214,NA,8869,NA,8265,NA,734481,NA,18482226,NA,163.84,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,356,"DR","PT",57,NA,0,NA,14.4153,NA,8.5634,NA,1.7738,NA,0,NA,1741018,NA,1485120,NA,255898,NA,122280,NA,103024,NA,19256,NA,0,NA,0,NA,0,NA,0,NA,182743,NA,1564910,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,356,"RB","DO",11,NA,0,NA,8.8794,NA,2.5814,NA,27.7537,NA,454312,NA,456766,NA,451694,NA,5072,NA,51727,NA,50870,NA,857,NA,0,NA,0,NA,0,NA,0,NA,1411832,NA,3644572,NA,14.14,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,356,"MB","DO",213,NA,0,NA,11.9753,NA,3.9745,"W",10.7978,NA,12429681,NA,13803919,NA,12404462,NA,1399457,NA,1097975,NA,1035833,NA,62142,NA,0,NA,0,NA,0,NA,0,NA,11184684,NA,44453388,"W",1101.5,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,356,"LR","DO",5,NA,5,NA,15.0145,NA,5.4199,"W",14.8987,NA,468873,NA,471092,NA,468737,NA,2355,NA,31604,NA,31219,NA,385,NA,471092,NA,468737,NA,31604,NA,31219,NA,465123,NA,2520913,"W",30.38,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,356,"HR","DO",18,NA,8,NA,18.8223,NA,5.926,"W",19.0669,NA,2404293,NA,2393939,NA,2389074,NA,4865,NA,127990,NA,126928,NA,1062,NA,1193248,NA,1190823,NA,63798,NA,63269,NA,2420125,NA,14341626,"W",38.08,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Greater Cleveland Regional Transit Authority","Cleveland","OH","5015","50015","Independent Public Agency or Authority of Transit Service","Full Reporter",1780673,356,"DR","DO",52,NA,0,NA,13.6899,NA,8.0441,NA,1.8108,NA,0,NA,1815214,NA,1575941,NA,239273,NA,134048,NA,115117,NA,18931,NA,0,NA,0,NA,0,NA,0,NA,208456,NA,1676850,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,351,"CB","PT",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,351,"DR","PT",53,NA,0,NA,14.1759,NA,7.6417,NA,1.671,NA,0,NA,1362531,NA,1176460,NA,186071,NA,94495,NA,82990,NA,11505,NA,0,NA,0,NA,0,NA,0,NA,138673,NA,1059698,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,351,"VP","DO",176,NA,0,NA,35.1449,NA,30.5963,NA,4.3951,NA,0,NA,2583536,NA,2583536,NA,0,NA,73511,NA,73511,NA,0,NA,0,NA,0,NA,0,NA,0,NA,323089,NA,9885330,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,351,"MB","DO",108,NA,0,NA,11.1845,NA,4.2009,NA,10.7057,NA,4582207,NA,5263743,NA,4558354,NA,705389,NA,447203,NA,407561,NA,39642,NA,0,NA,0,NA,0,NA,0,NA,4363241,NA,18329599,NA,522.54,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce County Transportation Benefit Area Authority","Tacoma","WA","3","3","Independent Public Agency or Authority of Transit Service","Full Reporter",3059393,351,"DR","DO",14,NA,0,NA,14.5921,NA,7.5417,NA,1.8567,NA,0,NA,217535,NA,191376,NA,26159,NA,14760,NA,13115,NA,1645,NA,0,NA,0,NA,0,NA,0,NA,24351,NA,183647,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit","Hampton","VA","3083","30083","Independent Public Agency or Authority of Transit Service","Full Reporter",1439666,349,"DR","TX",7,NA,0,NA,30.3648,NA,10.6637,NA,3.2511,NA,0,NA,0,NA,62764,NA,0,NA,0,NA,2067,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6720,NA,71660,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit","Hampton","VA","3083","30083","Independent Public Agency or Authority of Transit Service","Full Reporter",1439666,349,"DR","TN",10,NA,0,NA,26.0979,NA,9.3518,NA,3.4659,NA,0,NA,0,NA,131090,NA,0,NA,0,NA,5023,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17409,NA,162806,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit","Hampton","VA","3083","30083","Independent Public Agency or Authority of Transit Service","Full Reporter",1439666,349,"VP","PT",19,NA,0,NA,43.2222,NA,44.2078,NA,5.3352,NA,0,NA,330650,NA,330650,NA,0,NA,7650,NA,7650,NA,0,NA,0,NA,0,NA,0,NA,0,NA,40814,NA,1804296,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit","Hampton","VA","3083","30083","Independent Public Agency or Authority of Transit Service","Full Reporter",1439666,349,"FB","PT",2,NA,0,NA,2.851,NA,0.7387,NA,24.5026,NA,17919,NA,17665,NA,17665,NA,0,NA,6196,NA,6196,NA,0,NA,0,NA,0,NA,0,NA,0,NA,151818,NA,112150,NA,2.92,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit","Hampton","VA","3083","30083","Independent Public Agency or Authority of Transit Service","Full Reporter",1439666,349,"DR","PT",65,NA,0,NA,20.7155,NA,10.0602,NA,1.693,NA,0,NA,3410420,NA,2923315,NA,487105,NA,169213,NA,141117,NA,28096,NA,0,NA,0,NA,0,NA,0,NA,238918,NA,2403573,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
