"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"MTA New York City Transit","Brooklyn","NY","2008","20008","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,10075,"HR, MB","Other, Administrative & Maintenance (describe in Notes)",1,1,0,1,0,1,1,1,0,0,6
"MTA New York City Transit","Brooklyn","NY","2008","20008","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,10075,"HR, MB","Revenue Collection Facility",0,0,0,0,0,0,0,1,0,0,1
"MTA New York City Transit","Brooklyn","NY","2008","20008","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,10075,"MB","Bus Transfer Center",0,0,1,0,0,0,0,1,0,0,2
"MTA New York City Transit","Brooklyn","NY","2008","20008","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,10075,"MB","General Purpose Maintenance Facility/Depot",1,1,0,1,0,1,3,3,0,0,10
"MTA New York City Transit","Brooklyn","NY","2008","20008","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,10075,"MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"MTA New York City Transit","Brooklyn","NY","2008","20008","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,10075,"MB, RB","General Purpose Maintenance Facility/Depot",0,0,1,1,0,1,0,0,1,0,4
"City of Poughkeepsie","Poughkeepsie","NY","2009","20009","City, County or Local Government Unit or Department of Transportation","Reduced Asset Reporter",423566,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Dutchess County, dba: Dutchess County Public Transit","Poughkeepsie","NY","2010","20010","City, County or Local Government Unit or Department of Transportation","Full Reporter",423566,52,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority","Syracuse","NY","2018","20018","Independent Public Agency or Authority of Transit Service","Full Reporter",412317,205,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,3,1,0,0,0,0,4
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority","Syracuse","NY","2018","20018","Independent Public Agency or Authority of Transit Service","Full Reporter",412317,205,"DR, MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,1,0,0,0,0,1
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority","Syracuse","NY","2018","20018","Independent Public Agency or Authority of Transit Service","Full Reporter",412317,205,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,2,0,3
"Town of Huntington, dba: Huntington Area Rapid Transit","Huntington","NY","2071","20071","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,17,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,1,0,0,0,0,1
"Town of Huntington, dba: Huntington Area Rapid Transit","Huntington","NY","2071","20071","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,17,"DR, MB","Parking Structure",0,0,0,0,1,0,1,0,0,0,2
"Suffolk County , dba: Dept of Public Works - Transportation Division","Yaphank","NY","2072","20072","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,255,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Administrative Office / Sales Office",0,0,0,1,0,0,0,0,0,0,1
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Elevated Fixed Guideway Station",0,0,0,2,0,0,0,0,0,0,2
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Exclusive Platform Station",0,0,0,4,1,0,0,0,0,0,5
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,1,0,1,0,0,2
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Heavy Maintenance & Overhaul (Backshop)",0,0,0,0,0,1,0,0,0,0,1
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Surface Parking Lot",0,0,0,7,1,0,0,0,0,0,8
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Underground Fixed Guideway Station",6,0,0,0,0,0,0,0,0,0,6
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Vehicle Blow-Down Facility",0,0,0,0,0,0,0,1,0,0,1
"Port Authority Transit Corporation","Camden","NJ","2075","20075","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,60,"HR","Vehicle Washing Facility",0,0,0,0,0,0,0,1,0,0,1
"Westchester County, dba: The Bee-Line System","White Plains","NY","2076","20076","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,373,"MB","Bus Transfer Center",0,0,0,0,0,1,0,1,0,0,2
"Westchester County, dba: The Bee-Line System","White Plains","NY","2076","20076","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,373,"MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,1,0,0,0,1
"Westchester County, dba: The Bee-Line System","White Plains","NY","2076","20076","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,373,"MB","Heavy Maintenance & Overhaul (Backshop)",0,0,0,0,0,1,0,0,0,0,1
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Administrative Office / Sales Office",2,0,0,0,0,1,2,2,0,0,7
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","At-Grade Fixed Guideway Station",0,0,0,0,2,4,16,10,0,0,32
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Combined Administrative and Maintenance Facility (describe in Notes)",1,0,0,1,0,1,1,0,1,0,5
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Exclusive Platform Station",0,0,0,0,1,0,1,0,0,0,2
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","General Purpose Maintenance Facility/Depot",1,0,0,0,0,1,0,1,1,0,4
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,1,2,0,0,4
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Parking Structure",0,0,0,0,0,1,1,2,0,1,5
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Simple At-Grade Platform Station",0,0,0,0,1,0,0,0,0,0,1
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Surface Parking Lot",1,0,2,1,7,6,22,20,4,0,63
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR","Vehicle Washing Facility",0,0,0,0,0,0,0,0,1,0,1
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, FB, MB","At-Grade Fixed Guideway Station",0,0,0,0,2,0,1,0,1,0,4
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, FB, MB","Surface Parking Lot",0,0,0,0,0,0,1,1,0,0,2
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, MB","At-Grade Fixed Guideway Station",1,0,0,0,7,15,18,24,5,0,70
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, MB","Elevated Fixed Guideway Station",0,0,0,0,0,1,1,1,0,0,3
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, MB","Exclusive Platform Station",0,0,0,0,3,0,1,0,1,0,5
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, MB","Parking Structure",0,0,0,0,0,0,0,2,1,0,3
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, MB","Simple At-Grade Platform Station",2,0,0,0,0,1,1,1,0,0,5
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, MB","Surface Parking Lot",0,0,0,0,0,1,8,11,1,0,21
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"CR, MB","Underground Fixed Guideway Station",1,0,0,0,0,0,0,0,0,0,1
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"FB","Ferryboat Terminal",0,0,0,0,0,0,0,4,0,0,4
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","New York","NY","2078","20078","Subsidiary Unit of a Transit Agency, Reporting Separately","Full Reporter",18351295,1139,"FB","Surface Parking Lot",0,0,0,0,0,0,0,2,0,0,2
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Administrative Office / Sales Office",7,0,0,0,1,0,2,0,0,0,10
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","At-Grade Fixed Guideway Station",118,1,3,2,3,4,7,15,2,0,155
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Combined Administrative and Maintenance Facility (describe in Notes)",7,0,0,0,0,0,1,0,0,0,8
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Elevated Fixed Guideway Station",11,0,0,0,0,4,2,12,1,0,30
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Exclusive Platform Station",1,0,0,0,0,0,0,0,0,0,1
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,2,1,0,0,3
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Maintenance Facility (Service and Inspection)",8,1,0,0,2,1,1,0,1,0,14
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Other, Administrative & Maintenance (describe in Notes)",20,1,0,0,0,5,4,2,3,0,35
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Simple At-Grade Platform Station",14,1,0,1,6,14,10,6,4,0,56
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Surface Parking Lot",0,0,0,0,0,0,1,0,0,0,1
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR","Vehicle Fueling Facility",1,0,0,0,0,0,0,0,0,0,1
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR, LR","Elevated Fixed Guideway Station",1,0,0,0,0,0,0,0,0,0,1
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"CR, MB","Elevated Fixed Guideway Station",0,0,0,0,0,0,0,1,0,0,1
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"LR","At-Grade Fixed Guideway Station",2,0,0,0,0,0,0,69,1,0,72
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"LR","Elevated Fixed Guideway Station",0,0,0,0,0,0,0,2,1,0,3
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"LR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,4,0,0,4
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"LR","Other, Administrative & Maintenance (describe in Notes)",1,0,0,0,0,0,0,4,0,0,5
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"LR","Simple At-Grade Platform Station",3,0,0,0,0,0,0,2,0,0,5
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"LR","Underground Fixed Guideway Station",4,0,0,0,0,0,0,1,0,0,5
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"LR, MB","At-Grade Fixed Guideway Station",0,0,0,0,0,0,0,1,0,0,1
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"MB","Administrative Office / Sales Office",1,0,0,0,0,0,1,0,0,0,2
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"MB","Bus Transfer Center",9,1,2,0,1,4,0,5,3,0,25
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"MB","Maintenance Facility (Service and Inspection)",2,1,0,1,0,4,8,2,0,0,18
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"MB","Other, Administrative & Maintenance (describe in Notes)",4,1,0,0,0,1,0,0,0,0,6
"New Jersey Transit Corporation","Newark","NJ","2080","20080","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter",18351295,3494,"MB","Other, Passenger or Parking (describe in Notes)",1,0,0,0,0,1,0,0,0,0,2
"New York City Department of Transportation","New York","NY","2082","20082","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,13,"FB","Administrative Office / Sales Office",0,0,1,0,0,0,0,0,0,0,1
"New York City Department of Transportation","New York","NY","2082","20082","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,13,"FB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
