"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","1"
"Golden Gate Bridge, Highway and Transportation District","San Francisco","CA","9016","90016","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,147,"MB","DO",126,NA,0,NA,17.2214,NA,18.71,NA,12.8234,NA,4178936,NA,4931246,NA,4176041,NA,755205,NA,274470,NA,242492,NA,31978,NA,0,NA,0,NA,0,NA,0,NA,3109580,NA,58180242,NA,404.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Gate Bridge, Highway and Transportation District","San Francisco","CA","9016","90016","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,147,"DR","PT",15,NA,0,NA,17.3245,NA,10.0822,NA,1.6331,NA,0,NA,454422,NA,383876,NA,70546,NA,26058,NA,22158,NA,3900,NA,0,NA,0,NA,0,NA,0,NA,36186,NA,364833,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Alexandria","Alexandria","VA","3071","30071","City, County or Local Government Unit or Department of Transportation","Full Reporter",4586770,144,"MB","DO",101,NA,0,NA,8.7063,NA,1.88,NA,17.2319,NA,1986331,NA,2192130,NA,1985934,NA,206196,NA,246001,NA,228104,NA,17897,NA,0,NA,0,NA,0,NA,0,NA,3930674,NA,7389667,NA,110.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Alexandria","Alexandria","VA","3071","30071","City, County or Local Government Unit or Department of Transportation","Full Reporter",4586770,144,"DT","PT",43,NA,0,NA,15.8762,NA,5.8129,NA,2.7609,NA,0,NA,0,NA,379536,NA,0,NA,0,NA,23906,NA,0,NA,0,NA,0,NA,0,NA,0,NA,66002,NA,383665,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION","Concord","CA","9078","90078","Independent Public Agency or Authority of Transit Service","Full Reporter",615968,142,"MB","PT",3,NA,0,NA,14.557,NA,11.5977,NA,1.9595,NA,61504,NA,92804,NA,66089,NA,26715,NA,5713,NA,4540,NA,1173,NA,0,NA,0,NA,0,NA,0,NA,8896,NA,103173,NA,50.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION","Concord","CA","9078","90078","Independent Public Agency or Authority of Transit Service","Full Reporter",615968,142,"MB","DO",91,NA,0,NA,10.8308,NA,4.493,NA,14.4551,NA,2431606,NA,3166336,NA,2430066,NA,736270,NA,254641,NA,224367,NA,30274,NA,0,NA,0,NA,0,NA,0,NA,3243253,NA,14571907,NA,508.2,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Contra Costa Transit Authority, dba: COUNTY CONNECTION","Concord","CA","9078","90078","Independent Public Agency or Authority of Transit Service","Full Reporter",615968,142,"DR","PT",48,NA,0,NA,14.968,NA,10.8201,NA,1.9258,NA,0,NA,1476996,NA,1186945,NA,290051,NA,101371,NA,79299,NA,22072,NA,0,NA,0,NA,0,NA,0,NA,152716,NA,1652407,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Transportation Commission","San Francisco","CA",NA,"90094","MPO, COG or Other Planning Agency","Full Reporter",3281212,142,"VP","PT",142,NA,0,NA,34.5748,NA,37.9907,NA,6.3473,NA,0,NA,1370339,NA,1370339,NA,0,NA,39634,NA,39634,NA,0,NA,0,NA,0,NA,0,NA,0,NA,251570,NA,9557329,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison County Transit District","Granite City","IL","5146","50146","Independent Public Agency or Authority of Transit Service","Full Reporter",2150706,142,"VP","DO",54,NA,0,NA,38.139,NA,38.6154,NA,4.4465,NA,0,NA,846877,NA,846877,NA,0,NA,22205,NA,22205,NA,0,NA,0,NA,0,NA,0,NA,0,NA,98734,NA,3812651,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison County Transit District","Granite City","IL","5146","50146","Independent Public Agency or Authority of Transit Service","Full Reporter",2150706,142,"MB","PT",72,NA,0,NA,16.9166,NA,6.5781,NA,9.0055,NA,3790006,NA,4633428,NA,3780409,NA,853019,NA,251576,NA,223473,NA,28103,NA,0,NA,0,NA,0,NA,0,NA,2012495,NA,13238424,NA,651.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison County Transit District","Granite City","IL","5146","50146","Independent Public Agency or Authority of Transit Service","Full Reporter",2150706,142,"DR","PT",16,NA,0,NA,20.0615,NA,12.5114,NA,1.9874,NA,0,NA,688608,NA,563406,NA,125202,NA,32335,NA,28084,NA,4251,NA,0,NA,0,NA,0,NA,0,NA,55815,NA,698324,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peninsula Corridor Joint Powers Board, dba: Caltrain","San Carlos","CA","9134","90134","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,140,"MB","PT",29,NA,0,NA,10.6549,NA,3.2669,NA,11.1548,NA,591721,NA,669554,NA,493930,NA,175624,NA,52752,NA,46357,NA,6395,NA,0,NA,0,NA,0,NA,0,NA,517103,NA,1689331,NA,168,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peninsula Corridor Joint Powers Board, dba: Caltrain","San Carlos","CA","9134","90134","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,140,"CR","PT",111,NA,20,NA,33.3903,NA,21.8466,NA,81.69,NA,7225261,NA,7386734,NA,7219541,NA,167193,NA,232808,NA,216217,NA,16591,NA,1337439,NA,1304319,NA,42071,NA,39061,NA,17662773,NA,385871948,NA,153.68,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rides Mass Transit District","Harrisburg","IL","5211","50211","Independent Public Agency or Authority of Transit Service","Full Reporter",67821,137,"MB","DO",137,NA,0,NA,20.6511,NA,10.4432,NA,4.4822,NA,5782079,NA,5665912,NA,5156960,NA,508952,NA,280583,NA,249718,NA,30865,NA,0,NA,0,NA,0,NA,0,NA,1119285,NA,11688946,NA,566,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,137,"VP","PT",30,NA,0,NA,38.5495,NA,38.8073,NA,5.2982,NA,0,NA,554187,NA,554187,NA,0,NA,14376,NA,14376,NA,0,NA,0,NA,0,NA,0,NA,0,NA,76167,NA,2955836,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,137,"MB","DO",53,NA,0,NA,12.6476,NA,3.06,NA,17.5975,NA,2124886,NA,2270336,NA,2124151,NA,146185,NA,174237,NA,167949,NA,6288,NA,0,NA,0,NA,0,NA,0,NA,2955477,NA,9043760,NA,154.03,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots","Salem","OR","25","25","Independent Public Agency or Authority of Transit Service","Full Reporter",236632,137,"DR","PT",54,NA,0,NA,13.6022,NA,5.6856,NA,2.7776,NA,0,NA,1341807,NA,1181677,NA,160130,NA,104857,NA,86874,NA,17983,NA,0,NA,0,NA,0,NA,0,NA,241297,NA,1371923,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Memphis, dba: Memphis Area Transit Authority","Memphis","TN","4003","40003","City, County or Local Government Unit or Department of Transportation","Full Reporter",1060061,137,"SR","DO",4,NA,4,NA,5.2305,NA,1.2188,NA,33.0873,NA,61562,NA,61533,NA,58644,NA,2889,NA,11483,NA,11212,NA,271,NA,61533,NA,58644,NA,11483,NA,11212,NA,370975,NA,452158,NA,10.02,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Memphis, dba: Memphis Area Transit Authority","Memphis","TN","4003","40003","City, County or Local Government Unit or Department of Transportation","Full Reporter",1060061,137,"MB","DO",93,NA,0,NA,16.5775,NA,5.5654,"W",19.2329,NA,5046384,NA,5661456,NA,5039242,NA,622214,NA,327086,NA,303980,NA,23106,NA,0,NA,0,NA,0,NA,0,NA,5846425,NA,32537722,"W",845,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Memphis, dba: Memphis Area Transit Authority","Memphis","TN","4003","40003","City, County or Local Government Unit or Department of Transportation","Full Reporter",1060061,137,"DR","DO",40,NA,0,NA,15.2978,NA,11.3556,NA,1.8516,NA,0,NA,1918134,NA,1593907,NA,324227,NA,129855,NA,104192,NA,25663,NA,0,NA,0,NA,0,NA,0,NA,192927,NA,2190799,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota Valley Transit Authority","Burnsville","MN","5222","50519","Independent Public Agency or Authority of Transit Service","Full Reporter",2650890,136,"MB","PT",136,NA,0,NA,20.8814,NA,10.9301,NA,14.9623,NA,3556929,NA,5567712,NA,3555523,NA,2012189,NA,243366,NA,170272,NA,73094,NA,0,NA,0,NA,0,NA,0,NA,2547655,NA,27846055,NA,573.4,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Colorado Springs, dba: Mountain Metropolitan Transit","Colorado Springs","CO","8005","80005","City, County or Local Government Unit or Department of Transportation","Full Reporter",559409,133,"VP","DO",26,NA,0,NA,39.4769,NA,59.3898,NA,2.5502,NA,0,NA,651566,NA,651566,NA,0,NA,16505,NA,16505,NA,0,NA,0,NA,0,NA,0,NA,0,NA,42091,NA,2499775,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Colorado Springs, dba: Mountain Metropolitan Transit","Colorado Springs","CO","8005","80005","City, County or Local Government Unit or Department of Transportation","Full Reporter",559409,133,"MB","PT",51,NA,0,NA,13.0277,NA,3.7539,NA,16.3172,NA,2566643,NA,2762009,NA,2566647,NA,195362,NA,204984,NA,197014,NA,7970,NA,0,NA,0,NA,0,NA,0,NA,3214724,NA,12067683,NA,372,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Colorado Springs, dba: Mountain Metropolitan Transit","Colorado Springs","CO","8005","80005","City, County or Local Government Unit or Department of Transportation","Full Reporter",559409,133,"DT","PT",14,NA,0,NA,6.6224,NA,5.1183,NA,1.9449,NA,0,NA,0,NA,25622,NA,0,NA,0,NA,3869,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7525,NA,38515,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Colorado Springs, dba: Mountain Metropolitan Transit","Colorado Springs","CO","8005","80005","City, County or Local Government Unit or Department of Transportation","Full Reporter",559409,133,"DR","PT",42,NA,0,NA,13.1047,NA,9.9027,NA,2.0974,NA,0,NA,1303902,NA,919070,NA,384832,NA,81223,NA,70133,NA,11090,NA,0,NA,0,NA,0,NA,0,NA,147096,NA,1456646,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi Regional Transportation Authority, dba: The B","Corpus Christi","TX","6051","60051","Independent Public Agency or Authority of Transit Service","Full Reporter",320069,132,"VP","PT",24,NA,0,NA,45.3785,NA,34.6998,NA,7.1727,NA,0,NA,401872,NA,401872,NA,0,NA,8856,NA,8856,NA,0,NA,0,NA,0,NA,0,NA,0,NA,63521,NA,2204168,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi Regional Transportation Authority, dba: The B","Corpus Christi","TX","6051","60051","Independent Public Agency or Authority of Transit Service","Full Reporter",320069,132,"MB","PT",15,NA,0,NA,15.6101,NA,4.11,NA,8.3563,NA,690041,NA,832719,NA,695758,NA,136961,NA,48146,NA,44571,NA,3575,NA,0,NA,0,NA,0,NA,0,NA,372450,NA,1530770,NA,182.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi Regional Transportation Authority, dba: The B","Corpus Christi","TX","6051","60051","Independent Public Agency or Authority of Transit Service","Full Reporter",320069,132,"MB","DO",62,NA,0,NA,13.0553,NA,4.4,NA,20.2027,NA,2956076,NA,3384989,NA,2974399,NA,410590,NA,239283,NA,227831,NA,11452,NA,0,NA,0,NA,0,NA,0,NA,4602792,NA,20252285,NA,437.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi Regional Transportation Authority, dba: The B","Corpus Christi","TX","6051","60051","Independent Public Agency or Authority of Transit Service","Full Reporter",320069,132,"DR","DO",1,NA,0,NA,22.9915,NA,29.6,NA,0.9925,NA,0,NA,59407,NA,46098,NA,13309,NA,2641,NA,2005,NA,636,NA,0,NA,0,NA,0,NA,0,NA,1990,NA,58904,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corpus Christi Regional Transportation Authority, dba: The B","Corpus Christi","TX","6051","60051","Independent Public Agency or Authority of Transit Service","Full Reporter",320069,132,"DR","PT",30,NA,0,NA,16.9721,NA,8.72,NA,2.6242,NA,0,NA,1512733,NA,1351879,NA,160854,NA,86047,NA,79653,NA,6394,NA,0,NA,0,NA,0,NA,0,NA,209023,NA,1822681,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tallahassee, dba: StarMetro","Tallahassee","FL","4036","40036","City, County or Local Government Unit or Department of Transportation","Full Reporter",240223,130,"DT","PT",13,NA,0,NA,19.0358,NA,5.0048,NA,3.9243,NA,0,NA,0,NA,122248,NA,0,NA,0,NA,6422,NA,0,NA,0,NA,0,NA,0,NA,0,NA,25202,NA,126131,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tallahassee, dba: StarMetro","Tallahassee","FL","4036","40036","City, County or Local Government Unit or Department of Transportation","Full Reporter",240223,130,"DR","PT",40,NA,0,NA,15.2386,NA,13.5435,NA,1.5153,NA,0,NA,1027541,NA,783737,NA,243804,NA,65145,NA,51431,NA,13714,NA,0,NA,0,NA,0,NA,0,NA,77934,NA,1055496,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tallahassee, dba: StarMetro","Tallahassee","FL","4036","40036","City, County or Local Government Unit or Department of Transportation","Full Reporter",240223,130,"DR","DO",20,NA,0,NA,12.8301,NA,6.1908,NA,2.1423,NA,0,NA,426526,NA,358639,NA,67887,NA,32856,NA,27953,NA,4903,NA,0,NA,0,NA,0,NA,0,NA,59885,NA,370734,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tallahassee, dba: StarMetro","Tallahassee","FL","4036","40036","City, County or Local Government Unit or Department of Transportation","Full Reporter",240223,130,"MB","PT",2,NA,0,NA,14.3529,NA,2.8593,NA,7.5937,NA,61244,NA,70054,NA,60756,NA,9298,NA,4482,NA,4233,NA,249,NA,0,NA,0,NA,0,NA,0,NA,32144,NA,91909,NA,16.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tallahassee, dba: StarMetro","Tallahassee","FL","4036","40036","City, County or Local Government Unit or Department of Transportation","Full Reporter",240223,130,"MB","DO",55,NA,0,NA,12.2846,NA,2.8569,"W",18.6799,NA,2294855,NA,2358713,NA,2267715,NA,90998,NA,188395,NA,184598,NA,3797,NA,0,NA,0,NA,0,NA,0,NA,3448266,NA,9851322,"W",251,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Champaign-Urbana Mass Transit District","Urbana","IL","5060","50060","Independent Public Agency or Authority of Transit Service","Full Reporter",145361,128,"MB","DO",99,NA,0,NA,11.6736,NA,1.84,NA,41.3839,NA,3349953,NA,3389777,NA,3241051,NA,148726,NA,293209,NA,277640,NA,15569,NA,0,NA,0,NA,0,NA,0,NA,11489825,NA,21141278,NA,205,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Champaign-Urbana Mass Transit District","Urbana","IL","5060","50060","Independent Public Agency or Authority of Transit Service","Full Reporter",145361,128,"DR","PT",21,NA,0,NA,8.3539,NA,5.46,NA,3.4149,NA,0,NA,206893,NA,197135,NA,9758,NA,24427,NA,23598,NA,829,NA,0,NA,0,NA,0,NA,0,NA,80585,NA,439994,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Champaign-Urbana Mass Transit District","Urbana","IL","5060","50060","Independent Public Agency or Authority of Transit Service","Full Reporter",145361,128,"DR","DO",8,NA,0,NA,8.6765,NA,3.27,NA,2.6156,NA,0,NA,185613,NA,167274,NA,18339,NA,21293,NA,19279,NA,2014,NA,0,NA,0,NA,0,NA,0,NA,50427,NA,164896,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Community Action Development Corporation","Frederick","OK","6R04-017","6R04-60165","Private-Non-Profit Corporation","Rural Reporter",0,127,"DR","DO",127,NA,0,NA,18.0236,NA,0,NA,2.0362,NA,0,NA,0,NA,1581911,NA,0,NA,0,NA,87769,NA,0,NA,0,NA,0,NA,0,NA,0,NA,178716,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit","Harrisburg","PA","3014","30014","Independent Public Agency or Authority of Transit Service","Full Reporter",444474,123,"MB","PT",4,NA,0,NA,11.4796,NA,2.7027,NA,4.2252,NA,40578,NA,39654,NA,39042,NA,612,NA,3447,NA,3401,NA,46,NA,0,NA,0,NA,0,NA,0,NA,14370,NA,38838,NA,93,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit","Harrisburg","PA","3014","30014","Independent Public Agency or Authority of Transit Service","Full Reporter",444474,123,"MB","DO",67,NA,0,NA,15.0981,NA,4.2732,NA,17.5487,NA,1624020,NA,2058533,NA,1695563,NA,362970,NA,137247,NA,112303,NA,24944,NA,0,NA,0,NA,0,NA,0,NA,1970777,NA,8421549,NA,526.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit","Harrisburg","PA","3014","30014","Independent Public Agency or Authority of Transit Service","Full Reporter",444474,123,"DR","PT",19,NA,0,NA,15.9389,NA,7.6458,NA,2.4004,NA,0,NA,748992,NA,658005,NA,90987,NA,47271,NA,41283,NA,5988,NA,0,NA,0,NA,0,NA,0,NA,99097,NA,757671,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland Dauphin-Harrisburg Transit Authority, dba: Capital Area Transit","Harrisburg","PA","3014","30014","Independent Public Agency or Authority of Transit Service","Full Reporter",444474,123,"DR","DO",33,NA,0,NA,17.7606,NA,9.1139,NA,2.7358,NA,0,NA,896194,NA,772212,NA,123982,NA,50478,NA,43479,NA,6999,NA,0,NA,0,NA,0,NA,0,NA,118949,NA,1084088,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transit Authority of Northern Kentucky","Fort Wright","KY","4019","40019","Independent Public Agency or Authority of Transit Service","Full Reporter",1624827,122,"MB","DO",96,NA,0,NA,14.2468,NA,7.0415,NA,13.6931,NA,3127993,NA,3713882,NA,3027925,NA,685957,NA,245878,NA,212534,NA,33344,NA,0,NA,0,NA,0,NA,0,NA,2910241,NA,20492439,NA,425,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transit Authority of Northern Kentucky","Fort Wright","KY","4019","40019","Independent Public Agency or Authority of Transit Service","Full Reporter",1624827,122,"DR","DO",26,NA,0,NA,17.0265,NA,9.3986,NA,1.6705,NA,0,NA,1115789,NA,941548,NA,174241,NA,69190,NA,55299,NA,13891,NA,0,NA,0,NA,0,NA,0,NA,92377,NA,868214,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paratransit, Inc.","Sacramento","CA","9223","90223","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,120,"DT","PT",18,NA,0,NA,19.6231,NA,7.5322,NA,2.9261,NA,0,NA,0,NA,463477,NA,0,NA,0,NA,23619,NA,0,NA,0,NA,0,NA,0,NA,0,NA,69111,NA,520557,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paratransit, Inc.","Sacramento","CA","9223","90223","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,120,"DR","PT",17,NA,0,NA,16.0704,NA,10.3263,NA,1.3642,NA,0,NA,466079,NA,379117,NA,86962,NA,27902,NA,23591,NA,4311,NA,0,NA,0,NA,0,NA,0,NA,32184,NA,332341,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paratransit, Inc.","Sacramento","CA","9223","90223","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,120,"DR","DO",85,NA,0,NA,14.3189,NA,9.6389,NA,1.6613,NA,0,NA,3112116,NA,2619173,NA,492943,NA,208524,NA,182917,NA,25607,NA,0,NA,0,NA,0,NA,0,NA,303884,NA,2929111,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniel Boone Development Council","Manchester","KY","4R04-003","4R04-41023","Private-Non-Profit Corporation","Rural Reporter",0,120,"DR","DO",120,NA,0,NA,14.8428,NA,0,NA,1.0674,NA,0,NA,0,NA,2265859,NA,0,NA,0,NA,152657,NA,0,NA,0,NA,0,NA,0,NA,0,NA,162947,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transit Authority of Omaha","Omaha","NE","7002","70002","Independent Public Agency or Authority of Transit Service","Full Reporter",725008,119,"MB","DO",90,NA,0,NA,14.0646,NA,3.4905,NA,11.3956,NA,4049409,NA,4033246,NA,4033246,NA,0,NA,286765,NA,286765,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3267845,NA,11406285,NA,441.3,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transit Authority of Omaha","Omaha","NE","7002","70002","Independent Public Agency or Authority of Transit Service","Full Reporter",725008,119,"DR","DO",29,NA,0,NA,13.06,NA,6.8444,NA,1.9959,NA,0,NA,753784,NA,661622,NA,92162,NA,60358,NA,50660,NA,9698,NA,0,NA,0,NA,0,NA,0,NA,101114,NA,692062,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Bus Authority","San Juan","PR","4086","40086","Independent Public Agency or Authority of Transit Service","Full Reporter",2148346,118,"MB","DO",84,NA,0,NA,8.4547,"Q",8.5392,"Q",12.1012,"Q",3167479,NA,2544977,NA,2252763,"Q",292214,NA,288337,NA,266451,"Q",21886,NA,0,NA,0,NA,0,NA,0,NA,3224376,"Q",27533450,"Q",400.94,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metropolitan Bus Authority","San Juan","PR","4086","40086","Independent Public Agency or Authority of Transit Service","Full Reporter",2148346,118,"DR","DO",34,NA,0,NA,9.8967,"Q",12.6445,"Q",1.4305,"Q",0,NA,824336,NA,653428,"Q",170908,NA,84034,NA,66025,"Q",18009,NA,0,NA,0,NA,0,NA,0,NA,94452,"Q",1194301,"Q",0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mid-Cumberland Human Resource Agency","Nashville","TN","4204","40204","Independent Public Agency or Authority of Transit Service","Reduced Reporter",133228,118,"DR","PT",2,NA,0,NA,37.4732,NA,0,NA,2.5126,NA,0,NA,0,NA,23758,NA,0,NA,0,NA,634,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1593,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mid-Cumberland Human Resource Agency","Nashville","TN","4204","40204","Independent Public Agency or Authority of Transit Service","Reduced Reporter",133228,118,"DR","DO",116,NA,0,NA,18.0445,NA,0,NA,1.2604,NA,0,NA,0,NA,2993096,NA,0,NA,0,NA,165873,NA,0,NA,0,NA,0,NA,0,NA,0,NA,209060,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denton County Transportation Authority","Lewisville","TX","6101","60101","Independent Public Agency or Authority of Transit Service","Full Reporter",366174,116,"YR","PT",8,NA,4,NA,24.3815,NA,13.9531,NA,14.3008,NA,709203,NA,701701,NA,671222,NA,30479,NA,30211,NA,27530,NA,2681,NA,349389,NA,335611,NA,15104,NA,13765,NA,393700,NA,5493329,NA,42.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denton County Transportation Authority","Lewisville","TX","6101","60101","Independent Public Agency or Authority of Transit Service","Full Reporter",366174,116,"VP","PT",40,NA,0,NA,40.2432,NA,45.1538,NA,7.1837,NA,0,NA,718019,NA,718019,NA,0,NA,17842,NA,17842,NA,0,NA,0,NA,0,NA,0,NA,0,NA,128171,NA,5787405,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
