"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"HR","Maintenance Facility (Service and Inspection)",0,0,2,0,0,0,1,0,0,0,3
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"HR","Parking Structure",0,0,0,0,0,0,0,1,0,0,1
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"HR","Surface Parking Lot",0,0,0,0,0,0,8,2,2,0,12
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"HR","Underground Fixed Guideway Station",0,0,0,0,0,8,4,15,6,0,33
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"HR, MB","Other, Administrative & Maintenance",0,0,2,0,0,0,0,0,0,0,2
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"HR, SR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"MB","Maintenance Facility (Service and Inspection)",2,0,3,1,0,1,1,0,0,0,8
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"MB, SR","Exclusive Platform Station",0,0,0,0,0,0,1,0,1,0,2
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"MB, SR","Maintenance Facility (Service and Inspection)",1,0,0,0,0,0,0,0,0,0,1
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"MB, TB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"SR","Exclusive Platform Station",0,0,0,0,0,0,1,1,1,0,3
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"SR","Maintenance Facility (Service and Inspection)",0,0,0,1,0,1,0,0,0,0,2
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"SR","Simple At-Grade Platform Station",0,0,0,0,0,0,0,35,10,0,45
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"SR","Surface Parking Lot",0,0,0,0,0,0,0,0,5,0,5
"Southeastern Pennsylvania Transportation Authority","Philadelphia","PA","3019","30019","Independent Public Agency or Authority of Transit Service","Full Reporter",5441567,2406,"SR","Underground Fixed Guideway Station",0,0,0,1,0,2,3,2,1,0,9
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"IP","Maintenance Facility (Service and Inspection)",1,0,0,0,0,0,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","At-Grade Fixed Guideway Station",14,0,0,0,0,29,0,0,2,0,45
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","Elevated Fixed Guideway Station",0,0,0,0,0,0,0,7,0,0,7
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,1,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","Other, Administrative & Maintenance",0,0,0,0,0,1,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","Parking Structure",0,0,0,0,0,1,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","Revenue Collection Facility",0,0,0,0,0,1,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR","Surface Parking Lot",3,0,0,0,0,5,0,1,1,0,10
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR, MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR, MB","At-Grade Fixed Guideway Station",0,0,0,0,0,3,0,1,0,0,4
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR, MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,3,0,0,0,0,3
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"LR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"MB","At-Grade Fixed Guideway Station",0,0,0,0,3,9,0,6,0,0,18
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"MB","General Purpose Maintenance Facility/Depot",0,0,0,0,1,0,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"MB","Heavy Maintenance & Overhaul (Backshop)",0,0,0,0,1,0,0,0,0,0,1
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"MB","Maintenance Facility (Service and Inspection)",0,0,0,2,1,1,0,0,0,0,4
"Port Authority of Allegheny County","Pittsburgh","PA","3022","30022","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,930,"MB","Surface Parking Lot",0,0,0,0,1,3,7,3,1,0,15
"Beaver County Transit Authority","Rochester","PA","3023","30023","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,34,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Beaver County Transit Authority","Rochester","PA","3023","30023","Independent Public Agency or Authority of Transit Service","Full Reporter",1733853,34,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"County of Lackawanna Transit System","Scranton","PA","3025","30025","Independent Public Agency or Authority of Transit Service","Full Reporter",381502,80,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,1,0,0,0,0,1
"County of Lackawanna Transit System","Scranton","PA","3025","30025","Independent Public Agency or Authority of Transit Service","Full Reporter",381502,80,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"City of Williamsport, dba: River Valley Transit","Williamsport","PA","3026","30026","City, County or Local Government Unit or Department of Transportation","Full Reporter",56142,36,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,1,0,0,0,0,0,0,1
"City of Williamsport, dba: River Valley Transit","Williamsport","PA","3026","30026","City, County or Local Government Unit or Department of Transportation","Full Reporter",56142,36,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,2,0,3
"City of Williamsport, dba: River Valley Transit","Williamsport","PA","3026","30026","City, County or Local Government Unit or Department of Transportation","Full Reporter",56142,36,"MB","Vehicle Fueling Facility",0,0,0,0,0,0,0,0,1,0,1
"Central Pennsylvania Transportation Authority, dba: Rabbit Transit","York","PA","3027","30027","Independent Public Agency or Authority of Transit Service","Full Reporter",232045,270,"CB","Surface Parking Lot",0,0,0,0,0,0,0,1,1,0,2
"Central Pennsylvania Transportation Authority, dba: Rabbit Transit","York","PA","3027","30027","Independent Public Agency or Authority of Transit Service","Full Reporter",232045,270,"CB, DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,1,1,0,2
"Central Pennsylvania Transportation Authority, dba: Rabbit Transit","York","PA","3027","30027","Independent Public Agency or Authority of Transit Service","Full Reporter",232045,270,"CB, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,1,0,2
"Central Pennsylvania Transportation Authority, dba: Rabbit Transit","York","PA","3027","30027","Independent Public Agency or Authority of Transit Service","Full Reporter",232045,270,"DR","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,0,1,0,1
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"DR","Administrative Office / Sales Office",0,0,0,1,0,0,0,0,0,0,1
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,1,0,2
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","At-Grade Fixed Guideway Station",0,0,0,0,10,12,6,5,3,0,36
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Elevated Fixed Guideway Station",0,0,0,0,2,2,0,2,2,0,8
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","General Purpose Maintenance Facility/Depot",0,0,0,0,2,7,4,2,0,0,15
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Maintenance Facility (Service and Inspection)",0,0,0,0,3,7,1,2,0,0,13
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Other, Administrative & Maintenance",0,0,0,0,1,0,2,1,2,0,6
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Parking Structure",0,0,0,0,0,3,8,13,4,0,28
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Surface Parking Lot",0,0,0,0,13,19,10,7,0,0,49
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Underground Fixed Guideway Station",0,0,0,0,25,10,11,1,0,0,47
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Vehicle Testing Facility",0,0,0,0,1,0,0,0,0,0,1
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR","Vehicle Washing Facility",0,0,0,0,1,0,2,1,0,0,4
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR, MB","Administrative Office / Sales Office",0,0,0,0,3,0,0,0,2,0,5
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,0,1,0,1
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR, MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,2,0,2
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR, MB","Other, Administrative & Maintenance",0,0,0,1,0,1,0,2,2,0,6
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"HR, MB","Revenue Collection Facility",0,0,0,0,0,1,0,0,0,0,1
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,4,0,0,4
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","General Purpose Maintenance Facility/Depot",2,1,0,3,2,2,0,2,4,0,16
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","Other, Administrative & Maintenance",0,0,0,1,0,0,0,0,0,0,1
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","Vehicle Fueling Facility",0,0,0,0,1,0,0,0,2,0,3
"Washington Metropolitan Area Transit Authority","Washington","DC","3030","30030","Independent Public Agency or Authority of Transit Service","Full Reporter",4586770,3304,"MB","Vehicle Washing Facility",0,1,0,1,1,0,1,0,1,0,5
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1888,"CB","Surface Parking Lot",0,0,0,0,0,1,9,10,6,0,26
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1888,"CB, MB","General Purpose Maintenance Facility/Depot",1,0,0,0,0,0,0,0,0,0,1
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1888,"CR","Administrative Office / Sales Office",0,0,0,0,0,0,3,0,1,0,4
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1888,"CR","At-Grade Fixed Guideway Station",10,2,0,1,8,3,10,5,2,0,41
"Maryland Transit Administration","Baltimore","MD","3034","30034","State Government Unit or Department of Transportation","Full Reporter",2203663,1888,"CR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,14,2,8,1,0,25
